2021-08-09 10:14:20,2021-08-09 10:19:14,0,553,100,293,1,2021-08-09 10:19:14,R_1MZgoMXLb9B2GRU,,,,,anonymous,EN,,,,,European,NFL game,San Francisco,Chocolate Chip cookie,,,,,,,,,,,,,30,30,35,5,,,,,,,,,5,40,40,15,,,,,,,,,,,,,50,25,10,15,,,,,,,,,,,,,,,,,35,20,40,5,2,2,2,2,3|2|1|4,5,6,6,6,2|4|3|1,1,33,,A3A6IHRYUR9STO,3RXCAC0YIS8I6IX1Y4YSHOOXDD98GJ,3BKZLF990ZIMCTK3O2WWLVK9C0PYQ2,top,choice first,packed,unpacked,packed,unpacked,FL_9,FL_36,FL_6,FL_21,FL_19,FL_14,Weekendtrip-choice|Vacation-choice|Entertainment-choice|Dessert-choice,Entertainment-inferences|Desert-Inference|Weekendtrip-inference|Vacation-Inference,,,SusceptibilitytoNormativeSocialInfluence|SusceptibilitytoInformationalSocialInfluence
2021-08-09 10:14:51,2021-08-09 10:19:20,0,257,100,268,1,2021-08-09 10:19:20,R_cUzbDa1dzZtMCAN,,,,,anonymous,EN,,,,,Italy,Cultural Even,Washington D.C.,vanilla ice cream cone,,,,,,,,,15,15,20,50,,,,,,,,,,,,,100,0,0,0,,,,,,,,,,,,,,,,,10,5,5,80,,,,,,,,,,,,,0,0,100,0,1,1,2,1,2|4|1|3,2,4,5,3,2|3|1|4,2,32,,A2ND52KJ1AIYEK,3VBEN272MLI0P2CAC24XYFOYP7GSG3,30F94FBDNR33R1JKVEC7IPXVBY6TBW,top,inference first,unpacked,packed,packed,unpacked,FL_9,FL_37,FL_5,FL_22,FL_19,FL_14,,,Weekendtrip-inference|Desert-Inference|Entertainment-inferences|Vacation-Inference,Dessert-choice|Weekendtrip-choice|Vacation-choice|Entertainment-choice,SusceptibilitytoNormativeSocialInfluence|SusceptibilitytoInformationalSocialInfluence
2021-08-09 10:14:21,2021-08-09 10:19:35,0,587,100,314,1,2021-08-09 10:19:36,R_1laiR9j9Yz4WGqL,,,,,anonymous,EN,,,,,france,NBA game,san francisco,oatmeal raisin cookie,,,,,,,,,,,,,50,10,20,20,,,,,,,,,20,20,50,10,,,,,,,,,,,,,,,,,30,20,20,30,,,,,,,,,10,10,30,50,,,,,2,2,2,2,1|3|4|2,4,4,3,5,3|1|4|2,2,38,,A2D65PWVLQ3AX6,3K4J6M3CXFCWP6QGV2I6DFUS319GAV,3B623HUYJ49JA38Y32N7HIB81988SO,top,inference first,packed,packed,unpacked,unpacked,FL_9,FL_37,FL_6,FL_22,FL_18,FL_14,,,Desert-Inference|Entertainment-inferences|Vacation-Inference|Weekendtrip-inference,Vacation-choice|Dessert-choice|Entertainment-choice|Weekendtrip-choice,SusceptibilitytoInformationalSocialInfluence|SusceptibilitytoNormativeSocialInfluence
2021-08-09 10:16:48,2021-08-09 10:19:48,0,488,100,179,1,2021-08-09 10:19:49,R_2aLheBbEp0vrT9n,,,,,anonymous,EN,,,,,China,MLB game,Boston,Chocolate Chip Cookie,,,,,20,20,20,40,,,,,,,,,,,,,10,20,30,40,,,,,,,,,,,,,20,20,20,40,,,,,,,,,40,20,10,30,,,,,,,,,,,,,4,4,1,1,3|4|1|2,7,7,7,7,2|4|3|1,1,30,,A37GOI3N77WX21,3QJOXOW4XKAZ7T3EMAINM34GK2KEMX,36MUZ9VAE6LUHFZ7JFEIETLUB9WDEY,bottom,choice first,packed,packed,unpacked,packed,FL_8,FL_36,FL_6,FL_22,FL_18,FL_15,Dessert-choice|Vacation-choice|Entertainment-choice|Weekendtrip-choice,Desert-Inference|Weekendtrip-inference|Vacation-Inference|Entertainment-inferences,,,SusceptibilitytoNormativeSocialInfluence|SusceptibilitytoInformationalSocialInfluence
2021-08-09 10:16:10,2021-08-09 10:20:09,0,415,100,239,1,2021-08-09 10:20:10,R_2VOO1UzYiTwIpvW,,,,,anonymous,EN,,,,,Japan,NFL game,San Francisco,Mint Chip ice cream cone,25,10,30,35,,,,,,,,,,,,,35,25,22,18,,,,,,,,,,,,,,,,,20,13,12,55,,,,,,,,,,,,,17,33,20,30,,,,,,,,,3,2,2,1,1|2|3|4,3,5,3,4,2|4|1|3,1,31,,A70TBKPGWQZO4,336YQZE83WXZBAALB9PKI9Y379KM53,3HJ1EVZS2O2L8R2FCWS60RY1ZLX3R3,bottom,choice first,unpacked,packed,packed,unpacked,FL_8,FL_36,FL_5,FL_22,FL_19,FL_14,Dessert-choice|Entertainment-choice|Vacation-choice|Weekendtrip-choice,Desert-Inference|Weekendtrip-inference|Entertainment-inferences|Vacation-Inference,,,SusceptibilitytoNormativeSocialInfluence|SusceptibilitytoInformationalSocialInfluence
2021-08-09 10:15:14,2021-08-09 10:20:13,0,565,100,299,1,2021-08-09 10:20:13,R_2S2ezIRujbKK2MG,,,,,anonymous,EN,,,,,Italy,NFL event,Boston,Oatmeal Raisin Cookie,,,,,,,,,10,50,15,25,,,,,,,,,,,,,,,,,100,0,0,0,,,,,,,,,,,,,25,25,10,40,,,,,,,,,10,40,10,40,,,,,3,3,2,2,4|1|2|3,5,6,5,6,4|1|2|3,2,61,None,AP43EYS9D1Z9E,3OVHNO1VE7KUEUOX54XXONI4ZU0DZJ,3MJ28H2Y1ERLPTX3YNZVLTRG2U45OM,top,choice first,unpacked,packed,unpacked,packed,FL_9,FL_36,FL_5,FL_22,FL_18,FL_15,Weekendtrip-choice|Vacation-choice|Dessert-choice|Entertainment-choice,Desert-Inference|Entertainment-inferences|Weekendtrip-inference|Vacation-Inference,,,SusceptibilitytoNormativeSocialInfluence|SusceptibilitytoInformationalSocialInfluence
2021-08-09 10:15:40,2021-08-09 10:20:33,0,116,100,293,1,2021-08-09 10:20:33,R_2TSOjFkcOv3GBIN,,,,,anonymous,EN,,,,,Italy,NFL,Boston,Strawberry ice cream cone,,,,,,,,,,,,,32,35,21,12,,,,,,,,,,,,,60,12,20,8,,,,,,,,,,,,,25,30,23,22,,,,,,,,,,,,,40,25,21,14,2,2,2,2,2|3|1|4,3,5,5,5,2|3|4|1,1,48,everything went fine with no issues or problems,A2R25RH05K0B68,31LVTDXBL8T4AFQY8418LXOAZMJLRE,3SR6AEG6W5C9Z0L05C92CHS8LDTYH6,top,inference first,packed,packed,packed,packed,FL_9,FL_37,FL_6,FL_22,FL_19,FL_15,,,Desert-Inference|Vacation-Inference|Weekendtrip-inference|Entertainment-inferences,Vacation-choice|Entertainment-choice|Dessert-choice|Weekendtrip-choice,SusceptibilitytoNormativeSocialInfluence|SusceptibilitytoInformationalSocialInfluence
2021-08-09 10:17:42,2021-08-09 10:21:19,0,285,100,217,1,2021-08-09 10:21:19,R_DOCQC9yw0o4QT85,,,,,anonymous,EN,,,,,Japan,NFL,Portland,Peanut butter,,,,,0,75,25,0,,,,,,,,,,,,,5,20,25,50,,,,,,,,,10,60,30,0,,,,,,,,,,,,,,,,,5,10,35,50,,,,,,,,,2,2,2,1,1|2|4|3,5,5,5,5,4|1|2|3,1,33,Nothing of note,A30NSQSIJSDS64,39JEC7537VK30ID94BDJJBNQQJICVI,3QHITW7OYOSLGBM08WIGI92299NAQ5,bottom,inference first,packed,unpacked,packed,packed,FL_8,FL_37,FL_6,FL_21,FL_19,FL_15,,,Entertainment-inferences|Desert-Inference|Weekendtrip-inference|Vacation-Inference,Vacation-choice|Weekendtrip-choice|Entertainment-choice|Dessert-choice,SusceptibilitytoNormativeSocialInfluence|SusceptibilitytoInformationalSocialInfluence
2021-08-09 10:18:13,2021-08-09 10:21:19,0,337,100,185,1,2021-08-09 10:21:19,R_zSS0nzIZydHlymJ,,,,,anonymous,EN,,,,,Japan,NFL,Seattle,Strawberry,20,10,30,40,,,,,,,,,,,,,60,10,10,20,,,,,,,,,,,,,,,,,15,15,20,50,,,,,,,,,,,,,25,30,20,25,,,,,,,,,2,1,2,3,4|3|2|1,5,5,6,5,2|3|1|4,2,42,,A3LFVI65XV1T46,3PPTZCWALR3O33S2AQ3HOMP3I8MQZW,3Y3N5A7N4GSVREMBW9PF4M042ZSYMF,bottom,inference first,unpacked,packed,packed,unpacked,FL_8,FL_37,FL_5,FL_22,FL_19,FL_14,,,Weekendtrip-inference|Desert-Inference|Entertainment-inferences|Vacation-Inference,Vacation-choice|Entertainment-choice|Dessert-choice|Weekendtrip-choice,SusceptibilitytoNormativeSocialInfluence|SusceptibilitytoInformationalSocialInfluence
2021-08-09 10:16:46,2021-08-09 10:21:21,0,523,100,275,1,2021-08-09 10:21:22,R_2c7t0UKAus2hTiB,,,,,anonymous,EN,,,,,France,NFL sporting event,San Francisco,Chocolate Chip cookie,,,,,,,,,,,,,70,10,19,1,,,,,,,,,,,,,90,1,5,4,,,,,,,,,50,40,5,5,,,,,,,,,,,,,75,10,10,5,,,,,2,2,2,2,2|3|4|1,3,3,3,3,1|4|3|2,2,64,,A25FJAJGTWFMP,3G2UL9A02EXC9B3CCMX0RXFD8F176U,39RRBHZ0AUKEMRQP6NSP5PSJZM8VZK,top,choice first,packed,unpacked,unpacked,packed,FL_9,FL_36,FL_6,FL_21,FL_18,FL_15,Entertainment-choice|Dessert-choice|Vacation-choice|Weekendtrip-choice,Vacation-Inference|Entertainment-inferences|Desert-Inference|Weekendtrip-inference,,,SusceptibilitytoInformationalSocialInfluence|SusceptibilitytoNormativeSocialInfluence
2021-08-09 10:17:07,2021-08-09 10:21:29,0,356,100,262,1,2021-08-09 10:21:30,R_1IQ60GPHsZ9bqEM,,,,,anonymous,EN,,,,,Italy,"Cultural event - Opera, Theater, or Musical",Sand Francisco West Coast city,Oatmeal Raisin Cookie,40,10,40,10,,,,,,,,,,,,,30,30,15,25,,,,,,,,,,,,,,,,,15,15,20,50,,,,,,,,,,,,,15,35,35,15,,,,,,,,,2,3,2,3,2|4|1|3,3,5,5,5,2|3|1|4,2,40,no,A12TZ1W76AGOF9,34S6N1K2ZW2RLLCVCZPE7TM4CDMHLE,3R6RZGK0XFVEH1GKA1Q6RIJHTS4VYT,bottom,inference first,unpacked,packed,packed,unpacked,FL_8,FL_37,FL_5,FL_22,FL_19,FL_14,,,Entertainment-inferences|Vacation-Inference|Desert-Inference|Weekendtrip-inference,Dessert-choice|Weekendtrip-choice|Entertainment-choice|Vacation-choice,SusceptibilitytoNormativeSocialInfluence|SusceptibilitytoInformationalSocialInfluence
2021-08-09 10:17:59,2021-08-09 10:21:30,0,381,100,210,1,2021-08-09 10:21:30,R_1hWlphY7e1VFRPj,,,,,anonymous,EN,,,,,Italy,Opera,San Francisco,Chocolate Chip Cookie,,,,,0,40,10,50,,,,,,,,,,,,,0,10,10,80,,,,,,,,,,,,,15,0,15,70,,,,,,,,,30,20,10,40,,,,,,,,,,,,,1,1,1,1,3|1|4|2,3,6,5,5,2|1|3|4,2,23,,A17C5TK5G34PL7,3EKVH9QMEZN48JLLGXOJ1C8XEL2D2C,3PN6H8C9R49RR2IV3ACWIAV3QUYDA3,bottom,choice first,packed,packed,unpacked,packed,FL_8,FL_36,FL_6,FL_22,FL_18,FL_15,Dessert-choice|Entertainment-choice|Weekendtrip-choice|Vacation-choice,Vacation-Inference|Weekendtrip-inference|Desert-Inference|Entertainment-inferences,,,SusceptibilitytoInformationalSocialInfluence|SusceptibilitytoNormativeSocialInfluence
2021-08-09 10:18:27,2021-08-09 10:22:03,0,325,100,215,1,2021-08-09 10:22:03,R_6zZ1aWGwSVBXJVn,,,,,anonymous,EN,,,,,vietnam,theater,none,mint chip,,,,,,,,,,,,,87,5,5,3,,,,,,,,,,,,,70,2,13,15,,,,,,,,,100,0,0,0,,,,,,,,,,,,,80,10,8,2,,,,,2,2,2,2,4|2|1|3,2,4,2,5,3|1|4|2,2,27,,A1CRE2Z623JZ6V,3K9FOBBF2I2JVHY6FXKRCDJ0YPVNLT,38G0E1M85MOX0SWF00THOXD4X4TVUV,top,choice first,packed,unpacked,unpacked,packed,FL_9,FL_36,FL_6,FL_21,FL_18,FL_15,Entertainment-choice|Dessert-choice|Vacation-choice|Weekendtrip-choice,Weekendtrip-inference|Entertainment-inferences|Vacation-Inference|Desert-Inference,,,SusceptibilitytoNormativeSocialInfluence|SusceptibilitytoInformationalSocialInfluence
2021-08-09 10:17:48,2021-08-09 10:22:23,0,297,100,275,1,2021-08-09 10:22:24,R_2QJnnqvRS6TLv8E,,,,,anonymous,EN,,,,,Italy,Musical,San Francisco ,Mint Chip,,,,,,,,,25,15,20,40,,,,,,,,,,,,,50,50,0,0,,,,,,,,,,,,,30,30,40,0,,,,,,,,,,,,,,,,,40,60,0,0,2,2,2,1,3|2|4|1,2,5,4,2,1|2|3|4,2,35,,A83DI5Q5K6F1F,3LS2AMNW5G9C4ZEV8HS08OIZY5MOQX,3D0LPO3EABIJRH7N9P4SWQP9XZ7YOU,top,inference first,unpacked,unpacked,packed,unpacked,FL_9,FL_37,FL_5,FL_21,FL_19,FL_14,,,Weekendtrip-inference|Entertainment-inferences|Desert-Inference|Vacation-Inference,Dessert-choice|Vacation-choice|Entertainment-choice|Weekendtrip-choice,SusceptibilitytoNormativeSocialInfluence|SusceptibilitytoInformationalSocialInfluence
2021-08-09 10:15:29,2021-08-09 10:22:23,0,237,100,414,1,2021-08-09 10:22:24,R_1LO1YqBTOyc8ZoH,,,,,anonymous,EN,,,,,Switzerland,NBA game,San Francisco,Mint Chip ice cream cone,,,,,4,25,1,70,,,,,,,,,35,25,35,5,,,,,,,,,,,,,35,10,10,45,,,,,,,,,,,,,,,,,20,30,40,10,,,,,,,,,2,2,2,2,2|3|4|1,4,5,4,4,2|3|4|1,2,31,,ANUA9X7BFPTR8,3IAEQB9FMF3QKZJSUHDQPJOMISWDWT,39N6W9XWRD6VZ4QPL6RKRHG76DGYG7,bottom,inference first,packed,unpacked,packed,unpacked,FL_8,FL_37,FL_6,FL_21,FL_19,FL_14,,,Desert-Inference|Entertainment-inferences|Vacation-Inference|Weekendtrip-inference,Vacation-choice|Dessert-choice|Entertainment-choice|Weekendtrip-choice,SusceptibilitytoNormativeSocialInfluence|SusceptibilitytoInformationalSocialInfluence
2021-08-09 10:17:18,2021-08-09 10:22:28,0,163,100,309,1,2021-08-09 10:22:29,R_3fHm69xkGbXxf0P,,,,,anonymous,EN,,,,,France,NFL game,Seattle,Peanut Butter cookie,,,,,,,,,40,25,10,25,,,,,,,,,,,,,15,35,35,15,,,,,,,,,,,,,,,,,50,20,5,25,,,,,,,,,58,20,20,2,,,,,1,2,2,1,2|1|3|4,4,4,4,4,3|2|4|1,1,34,,AD15OW944ZV20,388U7OUMF8KRDJ1CJBFPNDWMWO8R0B,3BKZLF990ZIMCTK3O2WWLVK9C0PYQ2,top,choice first,unpacked,packed,unpacked,unpacked,FL_9,FL_36,FL_5,FL_22,FL_18,FL_14,Weekendtrip-choice|Entertainment-choice|Dessert-choice|Vacation-choice,Desert-Inference|Weekendtrip-inference|Vacation-Inference|Entertainment-inferences,,,SusceptibilitytoNormativeSocialInfluence|SusceptibilitytoInformationalSocialInfluence
2021-08-09 10:18:46,2021-08-09 10:23:01,0,249,100,254,1,2021-08-09 10:23:01,R_20NiEaVNfICP3AR,,,,,anonymous,EN,,,,,Germany,Musical,Philadelphia,Peanut Butter cookie,,,,,,,,,,,,,75,5,15,5,,,,,,,,,,,,,50,10,10,30,,,,,,,,,30,60,5,5,,,,,,,,,,,,,30,55,10,5,,,,,1,1,1,1,3|4|2|1,1,5,1,1,3|2|1|4,2,42,I found no errors within the study. Thank you. ,A4XXV2B4568XW,3ZAZR5XV021K92IJ582M4H0MEUPCZJ,3SX4X51T80SIVZ9KTJQCT472U85AOX,top,choice first,packed,unpacked,unpacked,packed,FL_9,FL_36,FL_6,FL_21,FL_18,FL_15,Entertainment-choice|Weekendtrip-choice|Dessert-choice|Vacation-choice,Desert-Inference|Vacation-Inference|Entertainment-inferences|Weekendtrip-inference,,,SusceptibilitytoNormativeSocialInfluence|SusceptibilitytoInformationalSocialInfluence
2021-08-09 10:20:51,2021-08-09 10:23:10,0,408,100,138,1,2021-08-09 10:23:10,R_3lDZ4zkBOIgxDxk,,,,,anonymous,EN,,,,,germany,musical event,Boston,Strawberry ice cream cone,,,,,,,,,,,,,25,25,25,25,,,,,,,,,25,25,25,25,,,,,,,,,,,,,25,25,25,25,,,,,,,,,,,,,,,,,25,25,25,25,2,2,2,2,4|2|3|1,2,2,2,2,3|2|4|1,1,32,,A35Z5I09VVHKNS,3PZDLQMM0U4U3RF7G1T8H6QFTLRC2C,3KTZHH2ONIYGC8VTJ5RL59C29KQ8MC,top,choice first,packed,unpacked,packed,unpacked,FL_9,FL_36,FL_6,FL_21,FL_19,FL_14,Weekendtrip-choice|Dessert-choice|Entertainment-choice|Vacation-choice,Desert-Inference|Vacation-Inference|Weekendtrip-inference|Entertainment-inferences,,,SusceptibilitytoNormativeSocialInfluence|SusceptibilitytoInformationalSocialInfluence
2021-08-09 10:20:36,2021-08-09 10:23:20,0,467,100,163,1,2021-08-09 10:23:20,R_1FJM4JAAheyduxK,,,,,anonymous,EN,,,,,Japan,NFL Sporting event,Seattle,Strawberry,,,,,14,26,5,55,,,,,,,,,,,,,2,33,1,64,,,,,,,,,20,8,13,59,,,,,,,,,,,,,,,,,8,35,23,34,,,,,,,,,2,3,3,2,2|4|3|1,5,5,6,7,2|4|1|3,1,29,,A36A780ODXBDEH,3LUY3GC630JKJHLHRIW9XX6U3KPP7G,3L4YG5VW9NBPP9L7NK3Y8B39BXVDD5,bottom,inference first,packed,unpacked,packed,packed,FL_8,FL_37,FL_6,FL_21,FL_19,FL_15,,,Vacation-Inference|Entertainment-inferences|Weekendtrip-inference|Desert-Inference,Weekendtrip-choice|Dessert-choice|Vacation-choice|Entertainment-choice,SusceptibilitytoNormativeSocialInfluence|SusceptibilitytoInformationalSocialInfluence
2021-08-09 10:20:55,2021-08-09 10:23:24,0,605,100,148,1,2021-08-09 10:23:24,R_3Dowkoa8FFgTjVw,,,,,anonymous,EN,,,,,Italy,MLB game,San Francisco,Chocolate Chip,,,,,,,,,25,25,25,25,,,,,,,,,,,,,20,10,0,70,,,,,,,,,,,,,25,25,25,25,,,,,,,,,,,,,30,30,30,10,,,,,4,3,2,4,3|4|1|2,3,3,4,3,3|1|4|2,2,36,,AOHLJ70JAIZTB,3WT783CTPC0OR4F3ZUMJIZTJNR4CBE,3XEDXEGFX3734VQN3P1QXHEG1HJ0KC,top,inference first,unpacked,unpacked,unpacked,unpacked,FL_9,FL_37,FL_5,FL_21,FL_18,FL_14,,,Entertainment-inferences|Desert-Inference|Weekendtrip-inference|Vacation-Inference,Weekendtrip-choice|Entertainment-choice|Vacation-choice|Dessert-choice,SusceptibilitytoNormativeSocialInfluence|SusceptibilitytoInformationalSocialInfluence
2021-08-09 10:18:49,2021-08-09 10:23:42,0,288,100,293,1,2021-08-09 10:23:43,R_By9egTtEZVqaDL3,,,,,anonymous,EN,,,,,Japan,Opera,Ease coast city,peanut butter cookie,,,,,,,,,30,50,10,10,,,,,,,,,,,,,20,40,20,20,,,,,,,,,,,,,50,10,10,30,,,,,,,,,,,,,60,20,10,10,,,,,1,1,1,1,3|2|4|1,2,6,5,2,1|4|3|2,1,27,,A3BH8TJXYQVM1,3OONKJ5DKD2P0TC6PZVADZN0C4IOBG,3Z3R5YC0P36T4IV00GY31FOGQWYTFE,top,choice first,unpacked,unpacked,unpacked,unpacked,FL_9,FL_36,FL_5,FL_21,FL_18,FL_14,Dessert-choice|Weekendtrip-choice|Entertainment-choice|Vacation-choice,Desert-Inference|Entertainment-inferences|Vacation-Inference|Weekendtrip-inference,,,SusceptibilitytoInformationalSocialInfluence|SusceptibilitytoNormativeSocialInfluence
2021-08-09 10:17:05,2021-08-09 10:23:48,0,274,100,402,1,2021-08-09 10:23:48,R_2zhF67JGM52SOKg,,,,,anonymous,EN,,,,,Japan,NFL game,Seattle,Vanilla ice cream cone,,,,,,,,,10,60,15,15,,,,,,,,,,,,,10,35,40,15,,,,,,,,,,,,,25,40,15,20,,,,,,,,,,,,,,,,,20,5,60,15,2,2,2,2,2|1|4|3,3,3,3,3,3|1|4|2,2,34,No.,A3843S9LWPDN2K,38BQUHLA9XJLJKG3GOLJRFYUO3MOM5,3UQ1LLR26ARAPE6NGRAK1N38Z30ALG,top,inference first,unpacked,unpacked,packed,unpacked,FL_9,FL_37,FL_5,FL_21,FL_19,FL_14,,,Desert-Inference|Weekendtrip-inference|Vacation-Inference|Entertainment-inferences,Weekendtrip-choice|Dessert-choice|Entertainment-choice|Vacation-choice,SusceptibilitytoInformationalSocialInfluence|SusceptibilitytoNormativeSocialInfluence
2021-08-09 10:15:30,2021-08-09 10:24:10,0,155,100,519,1,2021-08-09 10:24:11,R_2Yfts55qCDbTLvU,,,,,anonymous,EN,,,,,italy,theater,boston,chocolate chip cookie,,,,,25,25,25,25,,,,,,,,,30,25,20,25,,,,,,,,,,,,,25,25,25,25,,,,,,,,,,,,,,,,,25,25,25,25,,,,,,,,,6,6,6,6,1|2|3|4,6,6,6,6,4|1|2|3,2,58,,A1ZOFPPZVYQ0Z8,33OOO72IVI4ONQ9KZGD4ITZ5TY2TCJ,3XABXM4AJ1O7XNTLBYY2MIW7JLN8QZ,bottom,choice first,packed,unpacked,packed,unpacked,FL_8,FL_36,FL_6,FL_21,FL_19,FL_14,Entertainment-choice|Vacation-choice|Weekendtrip-choice|Dessert-choice,Weekendtrip-inference|Vacation-Inference|Entertainment-inferences|Desert-Inference,,,SusceptibilitytoNormativeSocialInfluence|SusceptibilitytoInformationalSocialInfluence
2021-08-09 10:21:07,2021-08-09 10:24:24,0,255,100,196,1,2021-08-09 10:24:24,R_1TCGoi4cWCYEPux,,,,,anonymous,EN,,,,,Japan,NFL game,Portland,Chocolate Chip cookie,,,,,5,20,5,70,,,,,,,,,40,25,15,20,,,,,,,,,,,,,,,,,10,15,30,45,,,,,,,,,50,15,5,30,,,,,,,,,,,,,2,4,2,3,3|4|2|1,5,6,5,5,4|2|1|3,1,41,,A2QPMJ4GADLUW2,3JAOYWH7VJNY6FUCEN1MUCOGT0DL9R,356ZPKYPUH01CHJOOPH7LQUZ743YPB,bottom,choice first,packed,packed,unpacked,unpacked,FL_8,FL_36,FL_6,FL_22,FL_18,FL_14,Entertainment-choice|Dessert-choice|Weekendtrip-choice|Vacation-choice,Entertainment-inferences|Desert-Inference|Weekendtrip-inference|Vacation-Inference,,,SusceptibilitytoInformationalSocialInfluence|SusceptibilitytoNormativeSocialInfluence
2021-08-09 10:21:01,2021-08-09 10:24:27,0,331,100,206,1,2021-08-09 10:24:27,R_3GwjX4vnnAhJ5lp,,,,,anonymous,EN,,,,,Italy,NHL Game,Boston,Mint Chip ice cream,,,,,,,,,50,17,15,18,,,,,,,,,,,,,,,,,80,4,8,8,,,,,,,,,,,,,60,20,10,10,,,,,,,,,,,,,30,20,15,35,2,3,2,4,3|2|1|4,3,5,5,5,1|4|3|2,1,28,,A1RDJ55F652I5L,3AZHRG4CU53ZUHGA8LET5FT6QAU03I,33BFF6QPI1UQGNJ1BQ2CNQ6IR0BW3Y,top,inference first,unpacked,packed,packed,packed,FL_9,FL_37,FL_5,FL_22,FL_19,FL_15,,,Weekendtrip-inference|Entertainment-inferences|Vacation-Inference|Desert-Inference,Dessert-choice|Vacation-choice|Weekendtrip-choice|Entertainment-choice,SusceptibilitytoInformationalSocialInfluence|SusceptibilitytoNormativeSocialInfluence
2021-08-09 10:22:07,2021-08-09 10:24:35,0,499,100,147,1,2021-08-09 10:24:35,R_RCFvutIrAPz94ul,,,,,anonymous,EN,,,,,Germany,MLB game,Portland,strawberry ice cream cone,,,,,,,,,,,,,90,0,10,0,,,,,,,,,0,20,20,60,,,,,,,,,,,,,0,40,40,20,,,,,,,,,,,,,,,,,0,0,0,100,4,4,4,4,2|1|4|3,4,4,4,4,2|3|4|1,2,46,,A39L5W9N08RN33,3Z7EFSHGNAXV47I44QE17WKB6UQCXL,3JVP4ZJHDPBCY00Z3MGEK1Z39DU0I1,top,inference first,packed,unpacked,packed,unpacked,FL_9,FL_37,FL_6,FL_21,FL_19,FL_14,,,Weekendtrip-inference|Entertainment-inferences|Vacation-Inference|Desert-Inference,Entertainment-choice|Vacation-choice|Dessert-choice|Weekendtrip-choice,SusceptibilitytoNormativeSocialInfluence|SusceptibilitytoInformationalSocialInfluence
2021-08-09 10:20:11,2021-08-09 10:24:52,0,117,100,280,1,2021-08-09 10:24:52,R_2YAt7Z3jSFO2ZuE,,,,,anonymous,EN,,,,,Italy,Musical,Boston,Strawberry,,,,,29,28,10,33,,,,,,,,,25,25,25,25,,,,,,,,,,,,,,,,,20,15,33,32,,,,,,,,,,,,,33,45,10,12,,,,,,,,,1,1,1,4,1|4|2|3,4,1,4,1,2|1|3|4,2,35,Thank you for the opportunity!,AN5WGHGM4BTJ2,3HMIGG0U4MPIS9I1SAKYOOV1I918YJ,38G0E1M85MOX0SWF00THOXD4X4TVUV,bottom,inference first,packed,packed,packed,unpacked,FL_8,FL_37,FL_6,FL_22,FL_19,FL_14,,,Desert-Inference|Entertainment-inferences|Vacation-Inference|Weekendtrip-inference,Entertainment-choice|Weekendtrip-choice|Dessert-choice|Vacation-choice,SusceptibilitytoNormativeSocialInfluence|SusceptibilitytoInformationalSocialInfluence
2021-08-09 10:22:24,2021-08-09 10:25:08,0,247,100,164,1,2021-08-09 10:25:09,R_3fQ77BLBKeiYsmk,,,,,anonymous,EN,,,,,Japan,Musical,San Francisco,Chocolate Chip,30,20,30,20,,,,,,,,,,,,,30,45,20,5,,,,,,,,,,,,,45,0,20,35,,,,,,,,,,,,,45,5,5,45,,,,,,,,,,,,,2,3,2,1,2|3|1|4,6,6,5,3,2|3|1|4,1,22,,AUL4D1QPEHZXE,3TXD01ZLD500SZBU66XW4R9JKZU4UA,32CXT5U14GMZPG02S7I7WJTWM6T8U4,bottom,inference first,unpacked,unpacked,unpacked,unpacked,FL_8,FL_37,FL_5,FL_21,FL_18,FL_14,,,Entertainment-inferences|Vacation-Inference|Desert-Inference|Weekendtrip-inference,Vacation-choice|Entertainment-choice|Weekendtrip-choice|Dessert-choice,SusceptibilitytoNormativeSocialInfluence|SusceptibilitytoInformationalSocialInfluence
2021-08-09 10:15:34,2021-08-09 10:25:35,0,425,100,600,1,2021-08-09 10:25:36,R_vBP3ykiuHDEHm8x,,,,,anonymous,EN,,,,,Germany,NFL game,Seattle,Vanilla ice cream,,,,,,,,,10,25,40,25,,,,,,,,,,,,,10,60,20,10,,,,,,,,,,,,,30,10,20,40,,,,,,,,,,,,,20,40,20,20,,,,,6,4,3,2,1|2|4|3,4,5,5,6,2|1|4|3,2,69,,A2WE2OQTRCUBK1,3KOPY89HM9L6WNHWUTOZNK82PJZ3JR,3VCK0Q0PO5X4C1BQ02T6P9VKVCO0NH,top,choice first,unpacked,unpacked,unpacked,unpacked,FL_9,FL_36,FL_5,FL_21,FL_18,FL_14,Dessert-choice|Entertainment-choice|Weekendtrip-choice|Vacation-choice,Vacation-Inference|Desert-Inference|Weekendtrip-inference|Entertainment-inferences,,,SusceptibilitytoNormativeSocialInfluence|SusceptibilitytoInformationalSocialInfluence
