study,studylbl,id,trial,cond,position,dv
1,Study 1A,135,1,0,1,0
1,Study 1A,135,2,0,1,0
1,Study 1A,135,3,0,1,0
1,Study 1A,135,4,1,1,1
1,Study 1A,136,1,1,1,1
1,Study 1A,136,2,1,1,1
1,Study 1A,136,3,1,1,1
1,Study 1A,136,4,0,1,1
1,Study 1A,137,1,0,0,1
1,Study 1A,137,2,0,0,1
1,Study 1A,137,3,1,0,1
1,Study 1A,137,4,0,0,0
1,Study 1A,138,1,1,0,1
1,Study 1A,138,2,1,0,1
1,Study 1A,138,3,0,0,0
1,Study 1A,138,4,1,0,0
1,Study 1A,139,1,1,1,1
1,Study 1A,139,2,0,1,0
1,Study 1A,139,3,1,1,1
1,Study 1A,139,4,0,1,0
1,Study 1A,140,1,0,0,1
1,Study 1A,140,2,1,0,1
1,Study 1A,140,3,0,0,0
1,Study 1A,140,4,1,0,1
1,Study 1A,141,1,0,1,1
1,Study 1A,141,2,1,1,0
1,Study 1A,141,3,1,1,1
1,Study 1A,141,4,0,1,1
1,Study 1A,142,1,1,1,1
1,Study 1A,142,2,0,1,1
1,Study 1A,142,3,0,1,1
1,Study 1A,142,4,1,1,0
1,Study 1A,143,1,0,0,0
1,Study 1A,143,2,0,0,1
1,Study 1A,143,3,1,0,0
1,Study 1A,143,4,0,0,0
1,Study 1A,144,1,1,0,1
1,Study 1A,144,2,1,0,1
1,Study 1A,144,3,0,0,0
1,Study 1A,144,4,1,0,1
1,Study 1A,145,1,0,1,1
1,Study 1A,145,2,0,1,1
1,Study 1A,145,3,0,1,1
1,Study 1A,145,4,0,1,0
1,Study 1A,146,1,1,1,1
1,Study 1A,146,2,1,1,1
1,Study 1A,146,3,1,1,0
1,Study 1A,146,4,1,1,0
1,Study 1A,147,1,1,1,0
1,Study 1A,147,2,1,1,1
1,Study 1A,147,3,1,1,0
1,Study 1A,147,4,1,1,0
1,Study 1A,148,1,0,0,
1,Study 1A,148,2,0,0,1
1,Study 1A,148,3,0,0,0
1,Study 1A,148,4,0,0,0
1,Study 1A,149,1,0,0,
1,Study 1A,149,2,0,0,
1,Study 1A,149,3,0,0,
1,Study 1A,149,4,1,0,
1,Study 1A,150,1,1,1,1
1,Study 1A,150,2,1,1,1
1,Study 1A,150,3,1,1,1
1,Study 1A,150,4,0,1,0
1,Study 1A,151,1,1,1,0
1,Study 1A,151,2,1,1,1
1,Study 1A,151,3,1,1,1
1,Study 1A,151,4,0,1,0
1,Study 1A,152,1,0,0,0
1,Study 1A,152,2,0,0,1
1,Study 1A,152,3,0,0,0
1,Study 1A,152,4,1,0,0
1,Study 1A,153,1,0,0,
1,Study 1A,153,2,0,0,0
1,Study 1A,153,3,0,0,0
1,Study 1A,153,4,0,0,
1,Study 1A,154,1,1,0,1
1,Study 1A,154,2,1,0,1
1,Study 1A,154,3,1,0,0
1,Study 1A,154,4,1,0,1
1,Study 1A,155,1,1,1,1
1,Study 1A,155,2,1,1,1
1,Study 1A,155,3,1,1,1
1,Study 1A,155,4,0,1,0
1,Study 1A,156,1,0,0,1
1,Study 1A,156,2,0,0,0
1,Study 1A,156,3,0,0,0
1,Study 1A,156,4,1,0,1
1,Study 1A,157,1,1,0,1
1,Study 1A,157,2,1,0,1
1,Study 1A,157,3,0,0,0
1,Study 1A,157,4,1,0,1
1,Study 1A,158,1,1,1,1
1,Study 1A,158,2,0,1,0
1,Study 1A,158,3,0,1,0
1,Study 1A,158,4,1,1,1
1,Study 1A,159,1,0,0,0
1,Study 1A,159,2,1,0,0
1,Study 1A,159,3,1,0,0
1,Study 1A,159,4,0,0,0
1,Study 1A,160,1,0,1,0
1,Study 1A,160,2,0,1,0
1,Study 1A,160,3,0,1,0
1,Study 1A,160,4,0,1,
1,Study 1A,161,1,1,1,1
1,Study 1A,161,2,1,1,1
1,Study 1A,161,3,1,1,1
1,Study 1A,161,4,1,1,1
1,Study 1A,162,1,0,0,1
1,Study 1A,162,2,1,0,1
1,Study 1A,162,3,0,0,1
1,Study 1A,162,4,0,0,1
1,Study 1A,163,1,1,0,1
1,Study 1A,163,2,0,0,1
1,Study 1A,163,3,1,0,1
1,Study 1A,163,4,1,0,1
1,Study 1A,164,1,1,1,1
1,Study 1A,164,2,0,1,1
1,Study 1A,164,3,1,1,1
1,Study 1A,164,4,1,1,0
1,Study 1A,165,1,1,1,1
1,Study 1A,165,2,0,1,0
1,Study 1A,165,3,1,1,1
1,Study 1A,165,4,1,1,1
1,Study 1A,166,1,0,0,0
1,Study 1A,166,2,1,0,1
1,Study 1A,166,3,0,0,0
1,Study 1A,166,4,0,0,0
1,Study 1A,167,1,0,0,0
1,Study 1A,167,2,1,0,1
1,Study 1A,167,3,0,0,1
1,Study 1A,167,4,0,0,0
1,Study 1A,168,1,0,0,0
1,Study 1A,168,2,1,0,1
1,Study 1A,168,3,0,0,
1,Study 1A,168,4,1,0,0
1,Study 1A,169,1,1,1,1
1,Study 1A,169,2,1,1,1
1,Study 1A,169,3,0,1,0
1,Study 1A,169,4,0,1,0
1,Study 1A,170,1,0,0,0
1,Study 1A,170,2,0,0,1
1,Study 1A,170,3,1,0,0
1,Study 1A,170,4,1,0,1
1,Study 1A,171,1,1,1,1
1,Study 1A,171,2,1,1,1
1,Study 1A,171,3,1,1,1
1,Study 1A,171,4,1,1,0
1,Study 1A,172,1,0,1,0
1,Study 1A,172,2,0,1,1
1,Study 1A,172,3,0,1,
1,Study 1A,172,4,0,1,0
1,Study 1A,173,1,1,0,0
1,Study 1A,173,2,1,0,1
1,Study 1A,173,3,1,0,1
1,Study 1A,173,4,1,0,1
1,Study 1A,174,1,0,0,1
1,Study 1A,174,2,0,0,1
1,Study 1A,174,3,0,0,0
1,Study 1A,174,4,0,0,0
1,Study 1A,175,1,0,1,1
1,Study 1A,175,2,0,1,1
1,Study 1A,175,3,0,1,1
1,Study 1A,175,4,0,1,0
1,Study 1A,176,1,1,0,1
1,Study 1A,176,2,1,0,1
1,Study 1A,176,3,1,0,1
1,Study 1A,176,4,1,0,1
1,Study 1A,177,1,1,1,0
1,Study 1A,177,2,0,1,1
1,Study 1A,177,3,1,1,1
1,Study 1A,177,4,0,1,1
1,Study 1A,178,1,0,0,1
1,Study 1A,178,2,1,0,1
1,Study 1A,178,3,0,0,0
1,Study 1A,178,4,1,0,1
1,Study 1A,179,1,1,1,1
1,Study 1A,179,2,1,1,0
1,Study 1A,179,3,0,1,0
1,Study 1A,179,4,1,1,1
1,Study 1A,180,1,0,0,1
1,Study 1A,180,2,0,0,1
1,Study 1A,180,3,1,0,1
1,Study 1A,180,4,0,0,0
1,Study 1A,181,1,1,1,1
1,Study 1A,181,2,1,1,1
1,Study 1A,181,3,0,1,1
1,Study 1A,181,4,1,1,0
1,Study 1A,182,1,0,0,
1,Study 1A,182,2,0,0,0
1,Study 1A,182,3,1,0,1
1,Study 1A,182,4,0,0,1
1,Study 1A,183,1,1,1,1
1,Study 1A,183,2,1,1,1
1,Study 1A,183,3,1,1,1
1,Study 1A,183,4,0,1,0
1,Study 1A,184,1,0,0,
1,Study 1A,184,2,0,0,
1,Study 1A,184,3,0,0,
1,Study 1A,184,4,1,0,
1,Study 1A,185,1,1,1,1
1,Study 1A,185,2,1,1,1
1,Study 1A,185,3,0,1,0
1,Study 1A,185,4,0,1,0
1,Study 1A,186,1,0,1,0
1,Study 1A,186,2,0,1,0
1,Study 1A,186,3,1,1,1
1,Study 1A,186,4,1,1,1
1,Study 1A,187,1,0,0,0
1,Study 1A,187,2,1,0,0
1,Study 1A,187,3,0,0,0
1,Study 1A,187,4,1,0,1
1,Study 1A,188,1,1,1,1
1,Study 1A,188,2,0,1,0
1,Study 1A,188,3,1,1,0
1,Study 1A,188,4,0,1,0
1,Study 1A,189,1,0,0,
1,Study 1A,189,2,1,0,1
1,Study 1A,189,3,0,0,0
1,Study 1A,189,4,0,0,0
1,Study 1A,190,1,1,0,1
1,Study 1A,190,2,0,0,0
1,Study 1A,190,3,1,0,1
1,Study 1A,190,4,1,0,1
1,Study 1A,191,1,0,1,1
1,Study 1A,191,2,0,1,1
1,Study 1A,191,3,1,1,0
1,Study 1A,191,4,1,1,1
1,Study 1A,192,1,1,0,1
1,Study 1A,192,2,1,0,1
1,Study 1A,192,3,0,0,1
1,Study 1A,192,4,0,0,0
1,Study 1A,193,1,0,1,0
1,Study 1A,193,2,1,1,0
1,Study 1A,193,3,1,1,1
1,Study 1A,193,4,1,1,0
1,Study 1A,194,1,1,1,1
1,Study 1A,194,2,0,1,0
1,Study 1A,194,3,0,1,0
1,Study 1A,194,4,0,1,0
1,Study 1A,195,1,1,0,0
